groupSizeDist,placementDist,placementNumHostsPerLeaf,seed,podsAlgorithm,podsNumBitmaps,podsNumNodesPerBitmap,podsRedundancyPerBitmap,podsNumRules,leafsAlgorithm,leafsNumBitmaps,leafsNumNodesPerBitmap,leafsRedundancyPerBitmap,leafsNumRules,unicastTraffic,multicastTraffic,baseeratTraffic,overlayTrafficCorrected,unicastTraffic64B,multicastTraffic64B,baseeratTraffic64B,overlayTrafficCorrected64B,unicastTraffic512B,multicastTraffic512B,baseeratTraffic512B,overlayTrafficCorrected512B,unicastTraffic1500B,multicastTraffic1500B,baseeratTraffic1500B,overlayTrafficCorrected1500B
uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,64000,2385267270,415953027,415953036,825915054,271920468780,47418645078,50422959762.5,94154316156,1340520205740,233765601174,236769919890.5,464164260348,3697164268500,644727191850,647731519458.5,1280168333700
uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,10000,2385267270,415953027,419362596,825915054,271920468780,47418645078,50857680524.5,94154316156,1340520205740,233765601174,238732123532.5,464164260348,3697164268500,644727191850,653062368380.5,1280168333700
uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,64000,2385267270,415953027,419362596,825915054,271920468780,47418645078,50857387580.5,94154316156,1340520205740,233765601174,238731830588.5,464164260348,3697164268500,644727191850,653062075436.5,1280168333700
uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,10000,2385267270,415953027,426481489,825915054,271920468780,47418645078,51701266995.875,94154316156,1340520205740,233765601174,242764974067.875,464164260348,3697164268500,644727191850,664128685199.875,1280168333700
uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,64000,2385267270,415953027,426481489,825915054,271920468780,47418645078,51701266995.875,94154316156,1340520205740,233765601174,242764974067.875,464164260348,3697164268500,644727191850,664128685199.875,1280168333700
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,10000,3562264086,651880370,1854120475,1297769740,406098105804,74314362180,216136543139.5,147945750360,2001992416332,366356767940,1046782515939.5,729346593880,5521509333300,1010414573500,2878653545239.5,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,64000,3562264086,651880370,891292340,1297769740,406098105804,74314362180,106162726721.5,147945750360,2001992416332,366356767940,505461695041.5,729346593880,5521509333300,1010414573500,1386058526961.5,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,10000,3562264086,651880370,1531522334,1297769740,406098105804,74314362180,180080571442.75,147945750360,2001992416332,366356767940,866202577074.75,729346593880,5521509333300,1010414573500,2379346643066.75,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,64000,3562264086,651880370,734416281,1297769740,406098105804,74314362180,88976375308.75,147945750360,2001992416332,366356767940,417994869196.75,729346593880,5521509333300,1010414573500,1143598154824.75,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,10000,3562264086,651880370,1434804342,1297769740,406098105804,74314362180,169342847484.75,147945750360,2001992416332,366356767940,812135192700.75,729346593880,5521509333300,1010414573500,2229721882596.75,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,64000,3562264086,651880370,722830770,1297769740,406098105804,74314362180,87937247076.75,147945750360,2001992416332,366356767940,411765432036.75,729346593880,5521509333300,1010414573500,1125922232796.75,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,10000,3562264086,651880370,1516750208,1297769740,406098105804,74314362180,181946325870.375,147945750360,2001992416332,366356767940,861450419054.375,729346593880,5521509333300,1010414573500,2359999624558.375,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,64000,3562264086,651880370,712265334,1297769740,406098105804,74314362180,90000127500.375,147945750360,2001992416332,366356767940,409094997132.375,729346593880,5521509333300,1010414573500,1112813147124.375,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,10000,3562264086,651880370,1177594309,1297769740,406098105804,74314362180,144159603655.125,147945750360,2001992416332,366356767940,671721854087.125,729346593880,5521509333300,1010414573500,1835185031379.125,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,64000,3562264086,651880370,687535501,1297769740,406098105804,74314362180,88065330331.125,147945750360,2001992416332,366356767940,396081234779.125,729346593880,5521509333300,1010414573500,1075366309767.125,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,10000,3562264086,651880370,1064887659,1297769740,406098105804,74314362180,131769108497.875,147945750360,2001992416332,366356767940,608838779729.875,729346593880,5521509333300,1010414573500,1660947786821.875,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,64000,3562264086,651880370,730284800,1297769740,406098105804,74314362180,93443032175.875,147945750360,2001992416332,366356767940,420610622575.875,729346593880,5521509333300,1010414573500,1142132004975.875,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,10000,3562264086,651880370,1222119693,1297769740,406098105804,74314362180,152444836485.75,147945750360,2001992416332,366356767940,699954458949.75,729346593880,5521509333300,1010414573500,1907408715633.75,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,64000,3562264086,651880370,652093890,1297769740,406098105804,74314362180,87214904745.75,147945750360,2001992416332,366356767940,379352967465.75,729346593880,5521509333300,1010414573500,1023621730785.75,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,10000,3562264086,651880370,989566921,1297769740,406098105804,74314362180,126680909407.25,147945750360,2001992416332,366356767940,570006890015.25,729346593880,5521509333300,1010414573500,1547699007963.25,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,64000,3562264086,651880370,679458190,1297769740,406098105804,74314362180,91155008407.25,147945750360,2001992416332,366356767940,395552277527.25,729346593880,5521509333300,1010414573500,1066856969247.25,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,10000,3562264086,651880370,913819689,1297769740,406098105804,74314362180,118510131312.0,147945750360,2001992416332,366356767940,527901351984.0,729346593880,5521509333300,1010414573500,1430755204716.0,2011543097000
uniform,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,64000,3562264086,651880370,714825388,1297769740,406098105804,74314362180,95689932048.0,147945750360,2001992416332,366356767940,415931705872.0,729346593880,5521509333300,1010414573500,1122179189216.0,2011543097000
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,10000,288745506,63429025,89005713,120867050,32916987684,7230908850,11149301148.75,13778843700,162274974372,35647112050,51023860572.75,67927282100,447555534300,98314988750,138961505016.75,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,64000,288745506,63429025,63429025,120867050,32916987684,7230908850,8208854178.75,13778843700,162274974372,35647112050,36625057378.75,67927282100,447555534300,98314988750,99292934078.75,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,10000,288745506,63429025,73049472,120867050,32916987684,7230908850,9444413029.875,13778843700,162274974372,35647112050,42170576485.875,67927282100,447555534300,98314988750,114343454821.875,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,64000,288745506,63429025,72748131,120867050,32916987684,7230908850,9405003673.875,13778843700,162274974372,35647112050,41996166361.875,67927282100,447555534300,98314988750,113871319789.875,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,10000,288745506,63429025,79398316,120867050,32916987684,7230908850,10204710705.875,13778843700,162274974372,35647112050,45775156273.875,67927282100,447555534300,98314988750,124220692481.875,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,64000,288745506,63429025,79398316,120867050,32916987684,7230908850,10204630953.875,13778843700,162274974372,35647112050,45775076521.875,67927282100,447555534300,98314988750,124220612729.875,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,10000,288745506,63429025,63974907,120867050,32916987684,7230908850,8962659032.875,13778843700,162274974372,35647112050,37623417368.875,67927282100,447555534300,98314988750,100830625484.875,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,64000,288745506,63429025,63429025,120867050,32916987684,7230908850,8892688538.875,13778843700,162274974372,35647112050,37308891738.875,67927282100,447555534300,98314988750,99976768438.875,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,10000,288745506,63429025,69920016,120867050,32916987684,7230908850,9734101919.25,13778843700,162274974372,35647112050,41058269087.25,67927282100,447555534300,98314988750,110139244895.25,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,64000,288745506,63429025,69920016,120867050,32916987684,7230908850,9734101919.25,13778843700,162274974372,35647112050,41058269087.25,67927282100,447555534300,98314988750,110139244895.25,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,10000,288745506,63429025,74789619,120867050,32916987684,7230908850,10319977665.5,13778843700,162274974372,35647112050,43825726977.5,67927282100,447555534300,98314988750,117717870549.5,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,64000,288745506,63429025,74789619,120867050,32916987684,7230908850,10319977665.5,13778843700,162274974372,35647112050,43825726977.5,67927282100,447555534300,98314988750,117717870549.5,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,10000,288745506,63429025,63429025,120867050,32916987684,7230908850,9435518880.0,13778843700,162274974372,35647112050,37851722080.0,67927282100,447555534300,98314988750,100519598780.0,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,64000,288745506,63429025,63429025,120867050,32916987684,7230908850,9435518880.0,13778843700,162274974372,35647112050,37851722080.0,67927282100,447555534300,98314988750,100519598780.0,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,10000,288745506,63429025,65662987,120867050,32916987684,7230908850,9730579796.625,13778843700,162274974372,35647112050,39147597972.625,67927282100,447555534300,98314988750,104022629128.625,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,64000,288745506,63429025,65662987,120867050,32916987684,7230908850,9730579796.625,13778843700,162274974372,35647112050,39147597972.625,67927282100,447555534300,98314988750,104022629128.625,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,10000,288745506,63429025,66311560,120867050,32916987684,7230908850,9808916374.75,13778843700,162274974372,35647112050,39516495254.75,67927282100,447555534300,98314988750,105032316534.75,187343927500
wve,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,64000,288745506,63429025,66311560,120867050,32916987684,7230908850,9808916374.75,13778843700,162274974372,35647112050,39516495254.75,67927282100,447555534300,98314988750,105032316534.75,187343927500
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,10000,358199712,87187203,355459605,168383406,40834767168,9939341142,42707186626.5,19195708284,201308238144,48999208086,201953089666.5,94631474172,555209553600,135140164650,553147179406.5,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,64000,358199712,87187203,87216211,168383406,40834767168,9939341142,12032427574.5,19195708284,201308238144,48999208086,51105290102.5,94631474172,555209553600,135140164650,137274906570.5,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,10000,358199712,87187203,193083371,168383406,40834767168,9939341142,24558035302.375,19195708284,201308238144,48999208086,111059385510.375,94631474172,555209553600,135140164650,301825756058.375,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,64000,358199712,87187203,100569596,168383406,40834767168,9939341142,13958095516.375,19195708284,201308238144,48999208086,59013274524.375,94631474172,555209553600,135140164650,158376035372.375,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,10000,358199712,87187203,186475677,168383406,40834767168,9939341142,23823697422.0,19195708284,201308238144,48999208086,107364800718.0,94631474172,555209553600,135140164650,291602769594.0,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,64000,358199712,87187203,102582364,168383406,40834767168,9939341142,14209989384.0,19195708284,201308238144,48999208086,60166888456.0,94631474172,555209553600,135140164650,161518264088.0,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,10000,358199712,87187203,225230340,168383406,40834767168,9939341142,29364577486.375,19195708284,201308238144,48999208086,130267769806.375,94631474172,555209553600,135140164650,352795345726.375,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,64000,358199712,87187203,87216211,168383406,40834767168,9939341142,13564340596.375,19195708284,201308238144,48999208086,52637203124.375,94631474172,555209553600,135140164650,138806819592.375,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,10000,358199712,87187203,103583026,168383406,40834767168,9939341142,16013760384.125,19195708284,201308238144,48999208086,62418956032.125,94631474172,555209553600,135140164650,164758985720.125,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,64000,358199712,87187203,103190293,168383406,40834767168,9939341142,15966696534.125,19195708284,201308238144,48999208086,62195947798.125,94631474172,555209553600,135140164650,164147957282.125,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,10000,358199712,87187203,109239547,168383406,40834767168,9939341142,16743894232.625,19195708284,201308238144,48999208086,65683211288.625,94631474172,555209553600,135140164650,173611883724.625,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,64000,358199712,87187203,109239547,168383406,40834767168,9939341142,16743894232.625,19195708284,201308238144,48999208086,65683211288.625,94631474172,555209553600,135140164650,173611883724.625,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,10000,358199712,87187203,138149196,168383406,40834767168,9939341142,20737083828.375,19195708284,201308238144,48999208086,82627923636.375,94631474172,555209553600,135140164650,219119329284.375,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,64000,358199712,87187203,87216211,168383406,40834767168,9939341142,14888850150.375,19195708284,201308238144,48999208086,53961712678.375,94631474172,555209553600,135140164650,140131329146.375,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,10000,358199712,87187203,102090098,168383406,40834767168,9939341142,17177775664.875,19195708284,201308238144,48999208086,62914139568.875,94631474172,555209553600,135140164650,163779156392.875,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,64000,358199712,87187203,102090098,168383406,40834767168,9939341142,17177775664.875,19195708284,201308238144,48999208086,62914139568.875,94631474172,555209553600,135140164650,163779156392.875,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,10000,358199712,87187203,107375401,168383406,40834767168,9939341142,17864040653.5,19195708284,201308238144,48999208086,65968220301.5,94631474172,555209553600,135140164650,172055116489.5,260994279300
wve,colocate-uniform,uniform,0,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,64000,358199712,87187203,107375401,168383406,40834767168,9939341142,17864040653.5,19195708284,201308238144,48999208086,65968220301.5,94631474172,555209553600,135140164650,172055116489.5,260994279300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,10000,1988445564,347798013,370880461,689604726,226682794296,39648973482,43380949160.75,78614938764,1117506406968,195462483306,209535395688.75,387557856012,3082090624200,539086920150,575965291156.75,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,64000,1988445564,347798013,347798013,689604726,226682794296,39648973482,40718206586.75,78614938764,1117506406968,195462483306,196531716410.75,387557856012,3082090624200,539086920150,540156153254.75,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,10000,1988445564,347798013,366493103,689604726,226682794296,39648973482,42905467054.375,78614938764,1117506406968,195462483306,207094377198.375,387557856012,3082090624200,539086920150,569189562962.375,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,64000,1988445564,347798013,349568895,689604726,226682794296,39648973482,40947900292.375,78614938764,1117506406968,195462483306,197554765252.375,387557856012,3082090624200,539086920150,542928833512.375,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,10000,1988445564,347798013,365978091,689604726,226682794296,39648973482,42877156597.5,78614938764,1117506406968,195462483306,206835341365.5,387557856012,3082090624200,539086920150,568421695273.5,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,64000,1988445564,347798013,354986490,689604726,226682794296,39648973482,41599738357.5,78614938764,1117506406968,195462483306,200633685877.5,387557856012,3082090624200,539086920150,551360337997.5,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,10000,1988445564,347798013,351685375,689604726,226682794296,39648973482,41919521555.875,78614938764,1117506406968,195462483306,199474569555.875,387557856012,3082090624200,539086920150,546939720055.875,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,64000,1988445564,347798013,347798013,689604726,226682794296,39648973482,41456246297.875,78614938764,1117506406968,195462483306,197269756121.875,387557856012,3082090624200,539086920150,540894192965.875,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,10000,1988445564,347798013,351512749,689604726,226682794296,39648973482,41933335141.625,78614938764,1117506406968,195462483306,199411046693.625,387557856012,3082090624200,539086920150,546705642705.625,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,64000,1988445564,347798013,350167875,689604726,226682794296,39648973482,41770000873.625,78614938764,1117506406968,195462483306,198645208873.625,387557856012,3082090624200,539086920150,544611069373.625,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,10000,1988445564,347798013,356778350,689604726,226682794296,39648973482,42567364794.0,78614938764,1117506406968,195462483306,202404065594.0,387557856012,3082090624200,539086920150,554901075394.0,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,64000,1988445564,347798013,356601554,689604726,226682794296,39648973482,42544316490.0,78614938764,1117506406968,195462483306,202301812682.0,387557856012,3082090624200,539086920150,554624148034.0,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,10000,1988445564,347798013,347798013,689604726,226682794296,39648973482,42108422420.375,78614938764,1117506406968,195462483306,197921932244.375,387557856012,3082090624200,539086920150,541546369088.375,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,64000,1988445564,347798013,347798013,689604726,226682794296,39648973482,42107364986.375,78614938764,1117506406968,195462483306,197920874810.375,387557856012,3082090624200,539086920150,541545311654.375,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,10000,1988445564,347798013,350087371,689604726,226682794296,39648973482,42393844845.625,78614938764,1117506406968,195462483306,199232987053.625,387557856012,3082090624200,539086920150,545119309601.625,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,64000,1988445564,347798013,350087371,689604726,226682794296,39648973482,42393844845.625,78614938764,1117506406968,195462483306,199232987053.625,387557856012,3082090624200,539086920150,545119309601.625,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,10000,1988445564,347798013,354958624,689604726,226682794296,39648973482,42968356709.125,78614938764,1117506406968,195462483306,201989820261.125,387557856012,3082090624200,539086920150,552688940773.125,1068887325300
uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,64000,1988445564,347798013,354958624,689604726,226682794296,39648973482,42968356709.125,78614938764,1117506406968,195462483306,201989820261.125,387557856012,3082090624200,539086920150,552688940773.125,1068887325300
uniform,colocate-uniform,uniform,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,10000,2775583134,515176570,1568276472,1024361840,316416477276,58730128980,183079819813.625,116777249760,1559877721308,289529232340,885667679269.625,575691354080,4302153857700,798523683500,2435124833605.625,1587760852000
uniform,colocate-uniform,uniform,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,64000,2775583134,515176570,628026944,1024361840,316416477276,58730128980,75672862837.625,116777249760,1559877721308,289529232340,357028933749.625,575691354080,4302153857700,798523683500,977519554421.625,1587760852000
uniform,colocate-uniform,uniform,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,10000,2775583134,515176570,1253213309,1024361840,316416477276,58730128980,147758868688.625,116777249760,1559877721308,289529232340,709198431120.625,575691354080,4302153857700,798523683500,1947373180412.625,1587760852000
uniform,colocate-uniform,uniform,1,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,64000,2775583134,515176570,555348865,1024361840,316416477276,58730128980,67976194876.625,116777249760,1559877721308,289529232340,316772486396.625,575691354080,4302153857700,798523683500,865457165016.625,1587760852000
